,# edges,setting,accuracy,privacy leakage
136,1200,random-R,0.8653136531365314,0.9616666666666667
137,1200,random-U,0.8690036900369004,0.6941666666666667
138,1400,random-O,0.0,0.4107142857142857
139,1400,random-R,0.8597785977859779,0.7921428571428571
140,1400,random-U,0.8671586715867159,0.6935714285714286
141,1600,random-O,0.0,0.4
142,1600,random-R,0.8560885608856088,0.72375
143,1600,random-U,0.8653136531365314,0.716875
144,1800,random-O,0.0,0.39666666666666667
145,1800,random-R,0.8671586715867159,0.7588888888888888
146,1800,random-U,0.8671586715867159,0.74
147,2000,random-O,0.0,0.4065
148,2000,random-R,0.8597785977859779,0.751
149,2000,random-U,0.8653136531365314,0.8025
150,200,max-degree-O,0.0,0.91
151,200,max-degree-R,0.8726937269372693,0.84
152,200,max-degree-U,0.8634686346863468,0.86
153,400,max-degree-O,0.0,0.6775
154,400,max-degree-R,0.8597785977859779,0.9675
155,400,max-degree-U,0.8579335793357934,0.9675
156,600,max-degree-O,0.0,0.66
157,600,max-degree-R,0.8579335793357934,0.88
158,600,max-degree-U,0.8560885608856088,0.9383333333333334
159,800,max-degree-O,0.0,0.555
160,800,max-degree-R,0.8597785977859779,0.94625
161,800,max-degree-U,0.8542435424354243,0.9525
162,1000,max-degree-O,0.0,0.689
163,1000,max-degree-R,0.8690036900369004,0.927
164,1000,max-degree-U,0.8579335793357934,0.947
165,1200,max-degree-O,0.0,0.6525
166,1200,max-degree-R,0.8560885608856088,0.9108333333333334
167,1200,max-degree-U,0.8579335793357934,0.925
168,1400,max-degree-O,0.0,0.6228571428571429
169,1400,max-degree-R,0.8523985239852399,0.9542857142857143
170,1400,max-degree-U,0.8523985239852399,0.94
171,1600,max-degree-O,0.0,0.5975
172,1600,max-degree-R,0.8597785977859779,0.96125
173,1600,max-degree-U,0.8505535055350554,0.949375
174,1800,max-degree-O,0.0,0.5777777777777777
175,1800,max-degree-R,0.8505535055350554,0.9638888888888889
176,1800,max-degree-U,0.8523985239852399,0.9577777777777777
177,2000,max-degree-O,0.0,0.541
178,2000,max-degree-R,0.8542435424354243,0.964
179,2000,max-degree-U,0.8505535055350554,0.9645
180,200,min-degree-O,0.0,0.035
181,200,min-degree-R,0.8653136531365314,1.0
182,200,min-degree-U,0.8653136531365314,1.0
183,400,min-degree-O,0.0,0.0725
184,400,min-degree-R,0.8616236162361623,0.9875
185,400,min-degree-U,0.8653136531365314,0.99
186,600,min-degree-O,0.0,0.09
187,600,min-degree-R,0.8597785977859779,0.9766666666666667
188,600,min-degree-U,0.8653136531365314,0.9783333333333334
189,800,min-degree-O,0.0,0.0725
190,800,min-degree-R,0.8616236162361623,0.97125
191,800,min-degree-U,0.8671586715867159,0.9825
192,1000,min-degree-O,0.0,0.116
193,1000,min-degree-R,0.8505535055350554,1.0
194,1000,min-degree-U,0.8708487084870848,0.976
195,1200,min-degree-O,0.0,0.105
196,1200,min-degree-R,0.8560885608856088,0.9641666666666666
197,1200,min-degree-U,0.8708487084870848,0.9591666666666666
198,1400,min-degree-O,0.0,0.12714285714285714
199,1400,min-degree-R,0.8634686346863468,0.9742857142857143
200,1400,min-degree-U,0.8726937269372693,0.9742857142857143
201,1600,min-degree-O,0.0,0.145625
202,1600,min-degree-R,0.8505535055350554,0.965
203,1600,min-degree-U,0.8690036900369004,0.97
204,1800,min-degree-O,0.0,0.16333333333333333
205,1800,min-degree-R,0.8487084870848709,0.9688888888888889
206,1800,min-degree-U,0.8671586715867159,0.9872222222222222
207,2000,min-degree-O,0.0,0.1625
208,2000,min-degree-R,0.8579335793357934,0.963
209,2000,min-degree-U,0.8690036900369004,0.962
210,200,saliency-O,0.0,0.31
211,200,saliency-R,0.8653136531365314,0.675
212,200,saliency-U,0.8690036900369004,1.0
213,400,saliency-O,0.0,0.0
214,400,saliency-R,0.8708487084870848,0.9975
215,400,saliency-U,0.8690036900369004,1.0
216,600,saliency-O,0.0,0.555
217,600,saliency-R,0.8671586715867159,1.0
218,600,saliency-U,0.8690036900369004,1.0
219,800,saliency-O,0.0,0.0
220,800,saliency-R,0.8726937269372693,1.0
221,800,saliency-U,0.8690036900369004,1.0
222,1000,saliency-O,0.0,0.939
223,1000,saliency-R,0.8653136531365314,1.0
224,1000,saliency-U,0.8690036900369004,1.0
225,1200,saliency-O,0.0,0.0008333333333333334
226,1200,saliency-R,0.8763837638376384,0.9991666666666666
227,1200,saliency-U,0.8690036900369004,0.9958333333333333
228,1400,saliency-O,0.0,0.36857142857142855
229,1400,saliency-R,0.8671586715867159,0.6514285714285715
230,1400,saliency-U,0.8690036900369004,0.63
231,1600,saliency-O,0.0,0.800625
232,1600,saliency-R,0.8745387453874539,1.0
233,1600,saliency-U,0.8690036900369004,1.0
234,1800,saliency-O,0.0,0.7916666666666666
235,1800,saliency-R,0.8708487084870848,0.6133333333333333
236,1800,saliency-U,0.8690036900369004,1.0
237,2000,saliency-O,0.0,0.7785
238,2000,saliency-R,0.8634686346863468,0.226
239,2000,saliency-U,0.8690036900369004,0.228
240,200,random-O,0.0,0.43
241,200,random-R,0.8653136531365314,0.635
242,200,random-U,0.8634686346863468,0.645
243,400,random-O,0.0,0.385
244,400,random-R,0.8653136531365314,0.65
245,400,random-U,0.8634686346863468,0.93
246,600,random-O,0.0,0.425
247,600,random-R,0.8616236162361623,0.84
248,600,random-U,0.8597785977859779,0.6783333333333333
249,800,random-O,0.0,0.22375
250,800,random-R,0.8763837638376384,0.6775
251,800,random-U,0.8579335793357934,0.665
252,1000,random-O,0.0,0.374
253,1000,random-R,0.8671586715867159,0.659
254,1000,random-U,0.8523985239852399,0.722
255,1200,random-O,0.0,0.37333333333333335
256,1200,random-R,0.8690036900369004,0.8308333333333333
257,1200,random-U,0.8523985239852399,0.7233333333333334
258,1400,random-O,0.0,0.35642857142857143
259,1400,random-R,0.8597785977859779,0.6921428571428572
260,1400,random-U,0.8560885608856088,0.64
261,1600,random-O,0.0,0.395625
262,1600,random-R,0.8542435424354243,0.959375
263,1600,random-U,0.8597785977859779,0.724375
264,1800,random-O,0.0,0.3883333333333333
265,1800,random-R,0.8542435424354243,0.7872222222222223
266,1800,random-U,0.8597785977859779,0.7394444444444445
267,2000,random-O,0.0,0.4005
268,2000,random-R,0.8542435424354243,0.8325
269,2000,random-U,0.8579335793357934,0.8085
270,200,max-degree-O,0.0,0.76
271,200,max-degree-R,0.8708487084870848,0.875
272,200,max-degree-U,0.8579335793357934,0.835
273,400,max-degree-O,0.0,0.82
274,400,max-degree-R,0.8560885608856088,0.965
275,400,max-degree-U,0.8505535055350554,0.9625
276,600,max-degree-O,0.0,0.3283333333333333
277,600,max-degree-R,0.8671586715867159,0.93
278,600,max-degree-U,0.8505535055350554,0.88
279,800,max-degree-O,0.0,0.75625
280,800,max-degree-R,0.8653136531365314,0.97875
281,800,max-degree-U,0.8542435424354243,0.95375
282,1000,max-degree-O,0.0,0.699
283,1000,max-degree-R,0.8634686346863468,0.943
284,1000,max-degree-U,0.8542435424354243,0.927
285,1200,max-degree-O,0.0,0.6908333333333333
286,1200,max-degree-R,0.8597785977859779,0.9183333333333333
287,1200,max-degree-U,0.8523985239852399,0.9158333333333334
288,1400,max-degree-O,0.0,0.4
289,1400,max-degree-R,0.8671586715867159,0.9514285714285714
290,1400,max-degree-U,0.8468634686346863,0.9357142857142857
291,1600,max-degree-O,0.0,0.39375
292,1600,max-degree-R,0.8579335793357934,0.94875
293,1600,max-degree-U,0.8431734317343174,0.941875
294,1800,max-degree-O,0.0,0.32
295,1800,max-degree-R,0.8468634686346863,0.9616666666666667
296,1800,max-degree-U,0.8431734317343174,0.9555555555555556
297,2000,max-degree-O,0.0,0.3055
298,2000,max-degree-R,0.8413284132841329,0.986
299,2000,max-degree-U,0.8357933579335793,0.9475
300,200,min-degree-O,0.0,0.04
301,200,min-degree-R,0.8597785977859779,1.0
302,200,min-degree-U,0.8579335793357934,1.0
303,400,min-degree-O,0.0,0.11
304,400,min-degree-R,0.8671586715867159,0.985
305,400,min-degree-U,0.8616236162361623,0.99
306,600,min-degree-O,0.0,0.09666666666666666
307,600,min-degree-R,0.8616236162361623,0.9666666666666667
308,600,min-degree-U,0.8616236162361623,0.97
309,800,min-degree-O,0.0,0.12875
310,800,min-degree-R,0.8616236162361623,0.96625
311,800,min-degree-U,0.8653136531365314,0.9975
312,1000,min-degree-O,0.0,0.127
313,1000,min-degree-R,0.8653136531365314,0.964
314,1000,min-degree-U,0.8653136531365314,0.966
315,1200,min-degree-O,0.0,0.15583333333333332
316,1200,min-degree-R,0.8542435424354243,0.9533333333333334
317,1200,min-degree-U,0.8653136531365314,0.96
318,1400,min-degree-O,0.0,0.06714285714285714
319,1400,min-degree-R,0.8708487084870848,0.9685714285714285
320,1400,min-degree-U,0.8634686346863468,0.9507142857142857
321,1600,min-degree-O,0.0,0.146875
322,1600,min-degree-R,0.8690036900369004,0.98125
323,1600,min-degree-U,0.8653136531365314,0.979375
324,1800,min-degree-O,0.0,0.04111111111111111
325,1800,min-degree-R,0.8653136531365314,0.9416666666666667
326,1800,min-degree-U,0.8616236162361623,0.9722222222222222
327,2000,min-degree-O,0.0,0.1585
328,2000,min-degree-R,0.8597785977859779,0.9505
329,2000,min-degree-U,0.8634686346863468,0.9465
330,200,saliency-O,0.0,0.005
331,200,saliency-R,0.8653136531365314,0.2
332,200,saliency-U,0.8653136531365314,1.0
333,400,saliency-O,0.0,0.0075
334,400,saliency-R,0.8690036900369004,0.8225
335,400,saliency-U,0.8653136531365314,0.14
336,600,saliency-O,0.0,0.0
337,600,saliency-R,0.8708487084870848,0.45166666666666666
338,600,saliency-U,0.8653136531365314,0.2783333333333333
339,800,saliency-O,0.0,0.01
340,800,saliency-R,0.8671586715867159,1.0
341,800,saliency-U,0.8653136531365314,0.9875
342,1000,saliency-O,0.0,0.729
343,1000,saliency-R,0.8763837638376384,0.867
344,1000,saliency-U,0.8653136531365314,0.073
345,1200,saliency-O,0.0,0.49
346,1200,saliency-R,0.8782287822878229,0.57
347,1200,saliency-U,0.8653136531365314,0.5358333333333334
348,1400,saliency-O,0.0,0.7042857142857143
349,1400,saliency-R,0.8671586715867159,1.0
350,1400,saliency-U,0.8653136531365314,0.8221428571428572
351,1600,saliency-O,0.0,0.0025
352,1600,saliency-R,0.8726937269372693,1.0
353,1600,saliency-U,0.8653136531365314,0.996875
354,1800,saliency-O,0.0,0.0
355,1800,saliency-R,0.8745387453874539,1.0
356,1800,saliency-U,0.8653136531365314,1.0
357,2000,saliency-O,0.0,0.0655
358,2000,saliency-R,0.8726937269372693,0.76
359,2000,saliency-U,0.8653136531365314,0.788
360,200,random-O,0.0,0.49
361,200,random-R,0.8653136531365314,0.69
362,200,random-U,0.8745387453874539,0.98
363,400,random-O,0.0,0.41
364,400,random-R,0.8690036900369004,0.875
365,400,random-U,0.8708487084870848,0.655
366,600,random-O,0.0,0.40166666666666667
367,600,random-R,0.8653136531365314,0.6316666666666667
368,600,random-U,0.8745387453874539,0.615
369,800,random-O,0.0,0.43375
370,800,random-R,0.8579335793357934,0.64875
371,800,random-U,0.8745387453874539,0.9875
372,1000,random-O,0.0,0.422
373,1000,random-R,0.8597785977859779,0.689
374,1000,random-U,0.8708487084870848,0.989
375,1200,random-O,0.0,0.38166666666666665
376,1200,random-R,0.8616236162361623,0.6558333333333334
377,1200,random-U,0.8726937269372693,0.6575
378,1400,random-O,0.0,0.4085714285714286
379,1400,random-R,0.8523985239852399,0.6985714285714286
380,1400,random-U,0.8671586715867159,0.6678571428571428
381,1600,random-O,0.0,0.404375
382,1600,random-R,0.8542435424354243,0.716875
383,1600,random-U,0.8579335793357934,0.73625
384,1800,random-O,0.0,0.3888888888888889
385,1800,random-R,0.8468634686346863,0.6966666666666667
386,1800,random-U,0.8542435424354243,0.7072222222222222
387,2000,random-O,0.0,0.3955
388,2000,random-R,0.8487084870848709,0.763
389,2000,random-U,0.8560885608856088,0.87
390,200,max-degree-O,0.0,0.845
391,200,max-degree-R,0.8671586715867159,0.915
392,200,max-degree-U,0.8763837638376384,0.855
393,400,max-degree-O,0.0,0.83
394,400,max-degree-R,0.8690036900369004,0.9725
395,400,max-degree-U,0.8708487084870848,0.9675
396,600,max-degree-O,0.0,0.715
397,600,max-degree-R,0.8616236162361623,0.8716666666666667
398,600,max-degree-U,0.8708487084870848,0.875
399,800,max-degree-O,0.0,0.705
400,800,max-degree-R,0.8653136531365314,0.98625
401,800,max-degree-U,0.8708487084870848,0.9675
402,1000,max-degree-O,0.0,0.664
403,1000,max-degree-R,0.8597785977859779,0.976
404,1000,max-degree-U,0.8726937269372693,0.947
405,1200,max-degree-O,0.0,0.635
406,1200,max-degree-R,0.8708487084870848,0.9225
407,1200,max-degree-U,0.8708487084870848,0.9191666666666667
408,1400,max-degree-O,0.0,0.6557142857142857
409,1400,max-degree-R,0.8505535055350554,0.9292857142857143
410,1400,max-degree-U,0.8653136531365314,0.9857142857142858
411,1600,max-degree-O,0.0,0.594375
412,1600,max-degree-R,0.8542435424354243,0.939375
413,1600,max-degree-U,0.8616236162361623,0.95625
414,1800,max-degree-O,0.0,0.6672222222222223
415,1800,max-degree-R,0.8487084870848709,0.97
416,1800,max-degree-U,0.8634686346863468,0.9583333333333334
417,2000,max-degree-O,0.0,0.591
418,2000,max-degree-R,0.8505535055350554,0.956
419,2000,max-degree-U,0.8597785977859779,0.9575
420,200,min-degree-O,0.0,0.03
421,200,min-degree-R,0.8616236162361623,1.0
422,200,min-degree-U,0.8708487084870848,0.995
423,400,min-degree-O,0.0,0.0725
424,400,min-degree-R,0.8671586715867159,0.9975
425,400,min-degree-U,0.8708487084870848,1.0
426,600,min-degree-O,0.0,0.09833333333333333
427,600,min-degree-R,0.8653136531365314,0.995
428,600,min-degree-U,0.8708487084870848,0.98
429,800,min-degree-O,0.0,0.135
430,800,min-degree-R,0.8634686346863468,0.98375
431,800,min-degree-U,0.8708487084870848,0.96875
432,1000,min-degree-O,0.0,0.12
433,1000,min-degree-R,0.8579335793357934,0.968
434,1000,min-degree-U,0.8726937269372693,0.974
435,1200,min-degree-O,0.0,0.15333333333333332
436,1200,min-degree-R,0.8487084870848709,0.9866666666666667
437,1200,min-degree-U,0.8745387453874539,0.9558333333333333
438,1400,min-degree-O,0.0,0.17214285714285715
439,1400,min-degree-R,0.8745387453874539,0.9985714285714286
440,1400,min-degree-U,0.8782287822878229,0.9635714285714285
441,1600,min-degree-O,0.0,0.201875
442,1600,min-degree-R,0.8671586715867159,0.96625
443,1600,min-degree-U,0.8726937269372693,0.9675
444,1800,min-degree-O,0.0,0.17166666666666666
445,1800,min-degree-R,0.8487084870848709,0.9694444444444444
446,1800,min-degree-U,0.8708487084870848,0.995
447,2000,min-degree-O,0.0,0.2245
448,2000,min-degree-R,0.8450184501845018,0.9475
449,2000,min-degree-U,0.8653136531365314,0.9455
450,200,saliency-O,0.0,0.0
451,200,saliency-R,0.8726937269372693,0.995
452,200,saliency-U,0.8800738007380073,1.0
453,400,saliency-O,0.0,0.9925
454,400,saliency-R,0.8726937269372693,0.53
455,400,saliency-U,0.8800738007380073,0.0525
456,600,saliency-O,0.0,0.7133333333333334
457,600,saliency-R,0.8690036900369004,0.9983333333333333
458,600,saliency-U,0.8800738007380073,1.0
459,800,saliency-O,0.0,0.0925
460,800,saliency-R,0.8745387453874539,0.91375
461,800,saliency-U,0.8800738007380073,0.91375
462,1000,saliency-O,0.0,0.778
463,1000,saliency-R,0.8708487084870848,1.0
464,1000,saliency-U,0.8800738007380073,0.217
465,1200,saliency-O,0.0,0.5533333333333333
466,1200,saliency-R,0.8671586715867159,0.49833333333333335
467,1200,saliency-U,0.8800738007380073,0.9641666666666666
468,1400,saliency-O,0.0,0.0007142857142857143
469,1400,saliency-R,0.8597785977859779,1.0
470,1400,saliency-U,0.8800738007380073,0.6935714285714286
471,1600,saliency-O,0.0,0.0
472,1600,saliency-R,0.8653136531365314,1.0
473,1600,saliency-U,0.8800738007380073,0.973125
474,1800,saliency-O,0.0,0.19555555555555557
475,1800,saliency-R,0.8653136531365314,0.7994444444444444
476,1800,saliency-U,0.8800738007380073,1.0
477,2000,saliency-O,0.0,0.5125
478,2000,saliency-R,0.8708487084870848,0.404
479,2000,saliency-U,0.8800738007380073,0.4505
480,200,random-O,0.0,0.37
481,200,random-R,0.8597785977859779,0.735
482,200,random-U,0.8708487084870848,0.745
483,400,random-O,0.0,0.4
484,400,random-R,0.8671586715867159,0.7375
485,400,random-U,0.8690036900369004,0.6875
486,600,random-O,0.0,0.385
487,600,random-R,0.8597785977859779,0.685
488,600,random-U,0.8653136531365314,0.685
489,800,random-O,0.0,0.375
490,800,random-R,0.8634686346863468,0.69375
491,800,random-U,0.8634686346863468,0.68125
492,1000,random-O,0.0,0.384
493,1000,random-R,0.8634686346863468,0.7
494,1000,random-U,0.8579335793357934,0.681
495,1200,random-O,0.0,0.38
496,1200,random-R,0.8597785977859779,0.6633333333333333
497,1200,random-U,0.8560885608856088,0.6833333333333333
498,1400,random-O,0.0,0.39
499,1400,random-R,0.8505535055350554,0.675
500,1400,random-U,0.8579335793357934,0.6821428571428572
501,1600,random-O,0.0,0.3975
502,1600,random-R,0.8708487084870848,0.6775
503,1600,random-U,0.8579335793357934,0.735
504,1800,random-O,0.0,0.37555555555555553
505,1800,random-R,0.8542435424354243,0.7555555555555555
506,1800,random-U,0.8616236162361623,0.8372222222222222
507,2000,random-O,0.0,0.3605
508,2000,random-R,0.8431734317343174,0.9805
509,2000,random-U,0.8616236162361623,0.74
510,200,max-degree-O,0.0,0.85
511,200,max-degree-R,0.8653136531365314,0.885
512,200,max-degree-U,0.8671586715867159,0.85
513,400,max-degree-O,0.0,0.7725
514,400,max-degree-R,0.8597785977859779,0.955
515,400,max-degree-U,0.8634686346863468,0.9625
516,600,max-degree-O,0.0,0.5816666666666667
517,600,max-degree-R,0.8634686346863468,0.88
518,600,max-degree-U,0.8616236162361623,0.9233333333333333
519,800,max-degree-O,0.0,0.635
520,800,max-degree-R,0.8634686346863468,0.94875
521,800,max-degree-U,0.8616236162361623,0.9575
522,1000,max-degree-O,0.0,0.571
523,1000,max-degree-R,0.8616236162361623,0.931
524,1000,max-degree-U,0.8634686346863468,0.958
525,1200,max-degree-O,0.0,0.6416666666666667
526,1200,max-degree-R,0.8616236162361623,0.9216666666666666
527,1200,max-degree-U,0.8616236162361623,0.9633333333333334
528,1400,max-degree-O,0.0,0.6657142857142857
529,1400,max-degree-R,0.8579335793357934,0.9464285714285714
530,1400,max-degree-U,0.8560885608856088,0.9464285714285714
531,1600,max-degree-O,0.0,0.6375
532,1600,max-degree-R,0.8505535055350554,0.9625
533,1600,max-degree-U,0.8505535055350554,0.955625
534,1800,max-degree-O,0.0,0.6344444444444445
535,1800,max-degree-R,0.8505535055350554,0.965
536,1800,max-degree-U,0.8505535055350554,0.9666666666666667
537,2000,max-degree-O,0.0,0.6025
538,2000,max-degree-R,0.8542435424354243,0.9725
539,2000,max-degree-U,0.8487084870848709,0.9675
540,200,min-degree-O,0.0,0.06
541,200,min-degree-R,0.8653136531365314,0.995
542,200,min-degree-U,0.8653136531365314,0.995
543,400,min-degree-O,0.0,0.0825
544,400,min-degree-R,0.8560885608856088,0.99
545,400,min-degree-U,0.8653136531365314,0.9775
546,600,min-degree-O,0.0,0.07166666666666667
547,600,min-degree-R,0.8616236162361623,0.975
548,600,min-degree-U,0.8653136531365314,0.9933333333333333
549,800,min-degree-O,0.0,0.12125
550,800,min-degree-R,0.8542435424354243,0.9675
551,800,min-degree-U,0.8690036900369004,0.97375
552,1000,min-degree-O,0.0,0.113
553,1000,min-degree-R,0.8745387453874539,0.982
554,1000,min-degree-U,0.8745387453874539,0.972
555,1200,min-degree-O,0.0,0.13083333333333333
556,1200,min-degree-R,0.8560885608856088,0.9691666666666666
557,1200,min-degree-U,0.8726937269372693,0.9908333333333333
558,1400,min-degree-O,0.0,0.145
559,1400,min-degree-R,0.8708487084870848,0.99
560,1400,min-degree-U,0.8782287822878229,0.9735714285714285
561,1600,min-degree-O,0.0,0.154375
562,1600,min-degree-R,0.8505535055350554,0.975
563,1600,min-degree-U,0.8726937269372693,0.97625
564,1800,min-degree-O,0.0,0.18055555555555555
565,1800,min-degree-R,0.8616236162361623,0.9872222222222222
566,1800,min-degree-U,0.8690036900369004,0.9622222222222222
567,2000,min-degree-O,0.0,0.1645
568,2000,min-degree-R,0.8523985239852399,0.9625
569,2000,min-degree-U,0.8690036900369004,0.967
570,200,saliency-O,0.0,0.655
571,200,saliency-R,0.8634686346863468,1.0
572,200,saliency-U,0.8708487084870848,0.995
573,400,saliency-O,0.0,0.3225
574,400,saliency-R,0.8726937269372693,0.9975
575,400,saliency-U,0.8708487084870848,0.9975
576,600,saliency-O,0.0,0.3883333333333333
577,600,saliency-R,0.8745387453874539,0.65
578,600,saliency-U,0.8708487084870848,1.0
579,800,saliency-O,0.0,0.9925
580,800,saliency-R,0.8708487084870848,0.9475
581,800,saliency-U,0.8708487084870848,1.0
582,1000,saliency-O,0.0,0.839
583,1000,saliency-R,0.8671586715867159,0.98
584,1000,saliency-U,0.8708487084870848,1.0
585,1200,saliency-O,0.0,0.0016666666666666668
586,1200,saliency-R,0.8616236162361623,0.9991666666666666
587,1200,saliency-U,0.8708487084870848,1.0
588,1400,saliency-O,0.0,0.09428571428571429
589,1400,saliency-R,0.8653136531365314,0.8964285714285715
590,1400,saliency-U,0.8708487084870848,1.0
