,# edges,setting,accuracy,privacy leakage
1023,400,min-degree-O,0.0,0.1575
1024,400,min-degree-R,0.8187919463087249,0.7925
1025,400,min-degree-U,0.8422818791946308,0.9275
1026,600,min-degree-O,0.0,0.14
1027,600,min-degree-R,0.7919463087248322,0.9533333333333334
1028,600,min-degree-U,0.8389261744966443,0.9383333333333334
1029,800,min-degree-O,0.0,0.31125
1030,800,min-degree-R,0.8087248322147651,0.95375
1031,800,min-degree-U,0.8389261744966443,0.88625
1032,1000,min-degree-O,0.0,0.129
1033,1000,min-degree-R,0.8120805369127517,0.953
1034,1000,min-degree-U,0.8389261744966443,0.933
1035,1200,min-degree-O,0.0,0.14
1036,1200,min-degree-R,0.8154362416107382,0.8683333333333333
1037,1200,min-degree-U,0.8389261744966443,0.9491666666666667
1038,1400,min-degree-O,0.0,0.19785714285714287
1039,1400,min-degree-R,0.8187919463087249,0.9264285714285714
1040,1400,min-degree-U,0.8422818791946308,0.8921428571428571
1041,1600,min-degree-O,0.0,0.051875
1042,1600,min-degree-R,0.8120805369127517,0.944375
1043,1600,min-degree-U,0.8422818791946308,0.91
1044,1800,min-degree-O,0.0,0.05555555555555555
1045,1800,min-degree-R,0.8322147651006712,0.9122222222222223
1046,1800,min-degree-U,0.8389261744966443,0.9472222222222222
1047,2000,min-degree-O,0.0,0.121
1048,2000,min-degree-R,0.8322147651006712,0.946
1049,2000,min-degree-U,0.8389261744966443,0.9185
1050,200,saliency-O,0.0,0.0
1051,200,saliency-R,0.8221476510067114,0.53
1052,200,saliency-U,0.8489932885906041,0.995
1053,400,saliency-O,0.0,0.0025
1054,400,saliency-R,0.8657718120805369,0.9975
1055,400,saliency-U,0.8489932885906041,1.0
1056,600,saliency-O,0.0,0.0
1057,600,saliency-R,0.8657718120805369,1.0
1058,600,saliency-U,0.8489932885906041,1.0
1059,800,saliency-O,0.0,0.0
1060,800,saliency-R,0.8456375838926175,0.99875
1061,800,saliency-U,0.8489932885906041,0.9525
1062,1000,saliency-O,0.0,0.0
1063,1000,saliency-R,0.8590604026845637,1.0
1064,1000,saliency-U,0.8489932885906041,0.999
1065,1200,saliency-O,0.0,0.08416666666666667
1066,1200,saliency-R,0.8523489932885906,0.9983333333333333
1067,1200,saliency-U,0.8489932885906041,0.9908333333333333
1068,1400,saliency-O,0.0,0.0
1069,1400,saliency-R,0.8456375838926175,0.9664285714285714
1070,1400,saliency-U,0.8489932885906041,0.9985714285714286
1071,1600,saliency-O,0.0,0.000625
1072,1600,saliency-R,0.8322147651006712,0.96625
1073,1600,saliency-U,0.8489932885906041,0.984375
1074,1800,saliency-O,0.0,0.1661111111111111
1075,1800,saliency-R,0.8288590604026845,0.9855555555555555
1076,1800,saliency-U,0.8489932885906041,1.0
1077,2000,saliency-O,0.0,0.1
1078,2000,saliency-R,0.8322147651006712,0.9775
1079,2000,saliency-U,0.8523489932885906,0.937
1080,200,random-O,0.0,0.175
1081,200,random-R,0.8624161073825504,0.79
1082,200,random-U,0.8624161073825504,0.795
1083,400,random-O,0.0,0.11
1084,400,random-R,0.825503355704698,0.79
1085,400,random-U,0.8624161073825504,0.7475
1086,600,random-O,0.0,0.07833333333333334
1087,600,random-R,0.8590604026845637,0.7933333333333333
1088,600,random-U,0.8624161073825504,0.8266666666666667
1089,800,random-O,0.0,0.0575
1090,800,random-R,0.825503355704698,0.82625
1091,800,random-U,0.8624161073825504,0.78375
1092,1000,random-O,0.0,0.05
1093,1000,random-R,0.825503355704698,0.847
1094,1000,random-U,0.8624161073825504,0.825
1095,1200,random-O,0.0,0.27
1096,1200,random-R,0.8489932885906041,0.8316666666666667
1097,1200,random-U,0.8590604026845637,0.72
1098,1400,random-O,0.0,0.24214285714285713
1099,1400,random-R,0.8422818791946308,0.8635714285714285
1100,1400,random-U,0.8590604026845637,0.7985714285714286
1101,1600,random-O,0.0,0.31125
1102,1600,random-R,0.8355704697986577,0.76625
1103,1600,random-U,0.8590604026845637,0.77875
1104,1800,random-O,0.0,0.3022222222222222
1105,1800,random-R,0.8489932885906041,0.8333333333333334
1106,1800,random-U,0.8590604026845637,0.8427777777777777
1107,2000,random-O,0.0,0.3985
1108,2000,random-R,0.8456375838926175,0.8425
1109,2000,random-U,0.8590604026845637,0.8045
1110,200,max-degree-O,0.0,0.495
1111,200,max-degree-R,0.8624161073825504,0.57
1112,200,max-degree-U,0.8624161073825504,0.585
1113,400,max-degree-O,0.0,0.2525
1114,400,max-degree-R,0.8489932885906041,0.5825
1115,400,max-degree-U,0.8590604026845637,0.67
1116,600,max-degree-O,0.0,0.46166666666666667
1117,600,max-degree-R,0.8456375838926175,0.66
1118,600,max-degree-U,0.8456375838926175,0.6116666666666667
1119,800,max-degree-O,0.0,0.4725
1120,800,max-degree-R,0.8456375838926175,0.64875
1121,800,max-degree-U,0.8456375838926175,0.6175
1122,1000,max-degree-O,0.0,0.373
1123,1000,max-degree-R,0.8624161073825504,0.693
1124,1000,max-degree-U,0.8456375838926175,0.655
1125,1200,max-degree-O,0.0,0.4066666666666667
1126,1200,max-degree-R,0.8389261744966443,0.6925
1127,1200,max-degree-U,0.8422818791946308,0.6758333333333333
1128,1400,max-degree-O,0.0,0.4
1129,1400,max-degree-R,0.8523489932885906,0.7221428571428572
1130,1400,max-degree-U,0.8422818791946308,0.63
1131,1600,max-degree-O,0.0,0.356875
1132,1600,max-degree-R,0.8489932885906041,0.790625
1133,1600,max-degree-U,0.8422818791946308,0.720625
1134,1800,max-degree-O,0.0,0.3194444444444444
1135,1800,max-degree-R,0.8422818791946308,0.6861111111111111
1136,1800,max-degree-U,0.8422818791946308,0.81
1137,2000,max-degree-O,0.0,0.3925
1138,2000,max-degree-R,0.8422818791946308,0.689
1139,2000,max-degree-U,0.8422818791946308,0.725
1140,200,min-degree-O,0.0,0.255
1141,200,min-degree-R,0.8355704697986577,0.985
1142,200,min-degree-U,0.8456375838926175,0.975
1143,400,min-degree-O,0.0,0.135
1144,400,min-degree-R,0.8187919463087249,0.96
1145,400,min-degree-U,0.8489932885906041,0.9475
1146,600,min-degree-O,0.0,0.18166666666666667
1147,600,min-degree-R,0.8154362416107382,0.9416666666666667
1148,600,min-degree-U,0.8456375838926175,0.875
1149,800,min-degree-O,0.0,0.1875
1150,800,min-degree-R,0.8087248322147651,0.945
1151,800,min-degree-U,0.8456375838926175,0.925
1152,1000,min-degree-O,0.0,0.121
1153,1000,min-degree-R,0.8154362416107382,0.95
1154,1000,min-degree-U,0.8456375838926175,0.948
1155,1200,min-degree-O,0.0,0.11333333333333333
1156,1200,min-degree-R,0.8322147651006712,0.88
1157,1200,min-degree-U,0.8456375838926175,0.9225
1158,1400,min-degree-O,0.0,0.1457142857142857
1159,1400,min-degree-R,0.8221476510067114,0.8992857142857142
1160,1400,min-degree-U,0.8456375838926175,0.955
1161,1600,min-degree-O,0.0,0.070625
1162,1600,min-degree-R,0.8422818791946308,0.915
1163,1600,min-degree-U,0.8422818791946308,0.961875
1164,1800,min-degree-O,0.0,0.06666666666666667
1165,1800,min-degree-R,0.8322147651006712,0.92
1166,1800,min-degree-U,0.8422818791946308,0.9361111111111111
1167,2000,min-degree-O,0.0,0.058
1168,2000,min-degree-R,0.8389261744966443,0.9485
1169,2000,min-degree-U,0.8422818791946308,0.9015
1170,200,saliency-O,0.0,0.0
1171,200,saliency-R,0.8389261744966443,1.0
1172,200,saliency-U,0.8657718120805369,0.465
1173,400,saliency-O,0.0,0.3325
1174,400,saliency-R,0.8557046979865772,0.9975
1175,400,saliency-U,0.8657718120805369,1.0
1176,600,saliency-O,0.0,0.2683333333333333
1177,600,saliency-R,0.8221476510067114,1.0
1178,600,saliency-U,0.8657718120805369,0.975
1179,800,saliency-O,0.0,0.01375
1180,800,saliency-R,0.8221476510067114,1.0
1181,800,saliency-U,0.8657718120805369,1.0
1182,1000,saliency-O,0.0,0.0
1183,1000,saliency-R,0.8355704697986577,1.0
1184,1000,saliency-U,0.8657718120805369,0.955
1185,1200,saliency-O,0.0,0.09333333333333334
1186,1200,saliency-R,0.8187919463087249,0.9525
1187,1200,saliency-U,0.8657718120805369,0.9833333333333333
1188,1400,saliency-O,0.0,0.13071428571428573
1189,1400,saliency-R,0.8355704697986577,0.9592857142857143
1190,1400,saliency-U,0.8657718120805369,0.9957142857142857
1191,1600,saliency-O,0.0,0.039375
1192,1600,saliency-R,0.8590604026845637,1.0
1193,1600,saliency-U,0.8657718120805369,0.94875
1194,1800,saliency-O,0.0,0.09666666666666666
1195,1800,saliency-R,0.8422818791946308,0.955
1196,1800,saliency-U,0.8657718120805369,0.9883333333333333
1197,2000,saliency-O,0.0,0.1315
1198,2000,saliency-R,0.8557046979865772,0.9575
1199,2000,saliency-U,0.8657718120805369,0.9045
