,# edges,setting,accuracy,privacy leakage
314,1000,min-degree-U,0.7612612612612613,0.997
315,1200,min-degree-O,0.0,0.075
316,1200,min-degree-R,0.7522522522522522,0.9991666666666666
317,1200,min-degree-U,0.7612612612612613,0.9966666666666667
318,1400,min-degree-O,0.0,0.08071428571428571
319,1400,min-degree-R,0.7522522522522522,0.9907142857142858
320,1400,min-degree-U,0.7567567567567568,0.9914285714285714
321,1600,min-degree-O,0.0,0.066875
322,1600,min-degree-R,0.7552552552552553,0.9875
323,1600,min-degree-U,0.7552552552552553,0.99
324,1800,min-degree-O,0.0,0.10166666666666667
325,1800,min-degree-R,0.7522522522522522,0.9883333333333333
326,1800,min-degree-U,0.7537537537537538,0.9883333333333333
327,2000,min-degree-O,0.0,0.113
328,2000,min-degree-R,0.7462462462462462,0.9865
329,2000,min-degree-U,0.7477477477477478,0.9895
330,200,saliency-O,0.0,1.0
331,200,saliency-R,0.7642642642642643,1.0
332,200,saliency-U,0.7672672672672672,1.0
333,400,saliency-O,0.0,1.0
334,400,saliency-R,0.7702702702702703,1.0
335,400,saliency-U,0.7672672672672672,1.0
336,600,saliency-O,0.0,0.0
337,600,saliency-R,0.7672672672672672,1.0
338,600,saliency-U,0.7672672672672672,1.0
339,800,saliency-O,0.0,0.0
340,800,saliency-R,0.7702702702702703,1.0
341,800,saliency-U,0.7672672672672672,1.0
342,1000,saliency-O,0.0,0.0
343,1000,saliency-R,0.7672672672672672,1.0
344,1000,saliency-U,0.7672672672672672,1.0
345,1200,saliency-O,0.0,0.0
346,1200,saliency-R,0.7642642642642643,1.0
347,1200,saliency-U,0.7672672672672672,1.0
348,1400,saliency-O,0.0,0.0
349,1400,saliency-R,0.7672672672672672,1.0
350,1400,saliency-U,0.7672672672672672,1.0
351,1600,saliency-O,0.0,0.0
352,1600,saliency-R,0.7687687687687688,1.0
353,1600,saliency-U,0.7672672672672672,1.0
354,1800,saliency-O,0.0,0.0
355,1800,saliency-R,0.7657657657657657,1.0
356,1800,saliency-U,0.7672672672672672,1.0
357,2000,saliency-O,0.0,0.0
358,2000,saliency-R,0.7687687687687688,1.0
359,2000,saliency-U,0.7672672672672672,1.0
360,200,random-O,0.0,0.29
361,200,random-R,0.7612612612612613,0.94
362,200,random-U,0.7717717717717718,0.795
363,400,random-O,0.0,0.2975
364,400,random-R,0.7642642642642643,0.8075
365,400,random-U,0.7702702702702703,0.805
366,600,random-O,0.0,0.013333333333333334
367,600,random-R,0.7612612612612613,0.86
368,600,random-U,0.7672672672672672,0.845
369,800,random-O,0.0,0.03
370,800,random-R,0.7747747747747747,0.8575
371,800,random-U,0.7657657657657657,0.85125
372,1000,random-O,0.0,0.019
373,1000,random-R,0.7672672672672672,0.786
374,1000,random-U,0.7627627627627628,0.792
375,1200,random-O,0.0,0.05416666666666667
376,1200,random-R,0.7687687687687688,0.8325
377,1200,random-U,0.7627627627627628,0.8258333333333333
378,1400,random-O,0.0,0.030714285714285715
379,1400,random-R,0.7612612612612613,0.8478571428571429
380,1400,random-U,0.7642642642642643,0.8421428571428572
381,1600,random-O,0.0,0.04375
382,1600,random-R,0.7657657657657657,0.85375
383,1600,random-U,0.7672672672672672,0.835
384,1800,random-O,0.0,0.045
385,1800,random-R,0.7657657657657657,0.8655555555555555
386,1800,random-U,0.7627627627627628,0.86
387,2000,random-O,0.0,0.0265
388,2000,random-R,0.7597597597597597,0.883
389,2000,random-U,0.7567567567567568,0.876
390,200,max-degree-O,0.0,0.04
391,200,max-degree-R,0.7702702702702703,0.75
392,200,max-degree-U,0.7657657657657657,0.945
393,400,max-degree-O,0.0,0.1225
394,400,max-degree-R,0.7777777777777778,0.8825
395,400,max-degree-U,0.7672672672672672,0.86
396,600,max-degree-O,0.0,0.6133333333333333
397,600,max-degree-R,0.7582582582582582,0.91
398,600,max-degree-U,0.7672672672672672,0.8983333333333333
399,800,max-degree-O,0.0,0.60875
400,800,max-degree-R,0.7687687687687688,0.88875
401,800,max-degree-U,0.7672672672672672,0.88875
402,1000,max-degree-O,0.0,0.542
403,1000,max-degree-R,0.7702702702702703,0.934
404,1000,max-degree-U,0.7717717717717718,0.952
405,1200,max-degree-O,0.0,0.5908333333333333
406,1200,max-degree-R,0.7807807807807807,0.9383333333333334
407,1200,max-degree-U,0.7717717717717718,0.9283333333333333
408,1400,max-degree-O,0.0,0.5028571428571429
409,1400,max-degree-R,0.7672672672672672,0.9678571428571429
410,1400,max-degree-U,0.7687687687687688,0.9578571428571429
411,1600,max-degree-O,0.0,0.513125
412,1600,max-degree-R,0.7792792792792793,0.981875
413,1600,max-degree-U,0.7642642642642643,0.980625
414,1800,max-degree-O,0.0,0.44555555555555554
415,1800,max-degree-R,0.7657657657657657,0.9744444444444444
416,1800,max-degree-U,0.7672672672672672,0.9788888888888889
417,2000,max-degree-O,0.0,0.5085
418,2000,max-degree-R,0.7627627627627628,0.986
419,2000,max-degree-U,0.7642642642642643,0.9835
420,200,min-degree-O,0.0,1.0
421,200,min-degree-R,0.7762762762762763,1.0
422,200,min-degree-U,0.7672672672672672,1.0
423,400,min-degree-O,0.0,0.0075
424,400,min-degree-R,0.7477477477477478,1.0
425,400,min-degree-U,0.7657657657657657,1.0
426,600,min-degree-O,0.0,0.01
427,600,min-degree-R,0.7552552552552553,1.0
428,600,min-degree-U,0.7597597597597597,1.0
429,800,min-degree-O,0.0,0.03
430,800,min-degree-R,0.7492492492492493,0.99875
431,800,min-degree-U,0.7597597597597597,1.0
432,1000,min-degree-O,0.0,0.047
433,1000,min-degree-R,0.7642642642642643,0.996
434,1000,min-degree-U,0.7597597597597597,0.996
435,1200,min-degree-O,0.0,0.06333333333333334
436,1200,min-degree-R,0.7642642642642643,0.9941666666666666
437,1200,min-degree-U,0.7597597597597597,0.9916666666666667
438,1400,min-degree-O,0.0,0.09
439,1400,min-degree-R,0.7582582582582582,0.995
440,1400,min-degree-U,0.7597597597597597,0.9928571428571429
441,1600,min-degree-O,0.0,0.10125
442,1600,min-degree-R,0.7552552552552553,0.991875
443,1600,min-degree-U,0.7552552552552553,0.9925
444,1800,min-degree-O,0.0,0.09944444444444445
445,1800,min-degree-R,0.7402402402402403,0.9827777777777778
446,1800,min-degree-U,0.7522522522522522,0.9838888888888889
447,2000,min-degree-O,0.0,0.1035
448,2000,min-degree-R,0.7417417417417418,0.9885
449,2000,min-degree-U,0.7432432432432432,0.993
450,200,saliency-O,0.0,0.0
451,200,saliency-R,0.7732732732732732,1.0
452,200,saliency-U,0.7702702702702703,1.0
453,400,saliency-O,0.0,0.0
454,400,saliency-R,0.7672672672672672,1.0
455,400,saliency-U,0.7702702702702703,1.0
456,600,saliency-O,0.0,0.0
457,600,saliency-R,0.7672672672672672,1.0
458,600,saliency-U,0.7702702702702703,1.0
459,800,saliency-O,0.0,0.0
460,800,saliency-R,0.7702702702702703,1.0
461,800,saliency-U,0.7702702702702703,1.0
462,1000,saliency-O,0.0,0.0
463,1000,saliency-R,0.7717717717717718,1.0
464,1000,saliency-U,0.7702702702702703,1.0
465,1200,saliency-O,0.0,0.0
466,1200,saliency-R,0.7597597597597597,1.0
467,1200,saliency-U,0.7702702702702703,1.0
468,1400,saliency-O,0.0,0.0
469,1400,saliency-R,0.7717717717717718,1.0
470,1400,saliency-U,0.7702702702702703,1.0
471,1600,saliency-O,0.0,0.0
472,1600,saliency-R,0.7837837837837838,1.0
473,1600,saliency-U,0.7702702702702703,1.0
474,1800,saliency-O,0.0,0.0
475,1800,saliency-R,0.7612612612612613,1.0
476,1800,saliency-U,0.7702702702702703,1.0
477,2000,saliency-O,0.0,0.0
478,2000,saliency-R,0.7732732732732732,1.0
479,2000,saliency-U,0.7702702702702703,1.0
480,200,random-O,0.0,0.27
481,200,random-R,0.7732732732732732,0.785
482,200,random-U,0.7747747747747747,0.78
483,400,random-O,0.0,0.2725
484,400,random-R,0.7702702702702703,0.855
485,400,random-U,0.7717717717717718,0.8075
486,600,random-O,0.0,0.24166666666666667
487,600,random-R,0.7567567567567568,0.8483333333333334
488,600,random-U,0.7657657657657657,0.845
489,800,random-O,0.0,0.2525
490,800,random-R,0.7447447447447447,0.96625
491,800,random-U,0.7702702702702703,0.91375
492,1000,random-O,0.0,0.292
493,1000,random-R,0.7582582582582582,0.891
494,1000,random-U,0.7702702702702703,0.834
495,1200,random-O,0.0,0.2225
496,1200,random-R,0.7597597597597597,0.8791666666666667
497,1200,random-U,0.7702702702702703,0.8725
498,1400,random-O,0.0,0.31
499,1400,random-R,0.7477477477477478,0.8764285714285714
500,1400,random-U,0.7702702702702703,0.8857142857142857
501,1600,random-O,0.0,0.28125
502,1600,random-R,0.7417417417417418,0.81
503,1600,random-U,0.7702702702702703,0.996875
504,1800,random-O,0.0,0.2688888888888889
505,1800,random-R,0.7507507507507507,0.8744444444444445
506,1800,random-U,0.7687687687687688,0.8833333333333333
507,2000,random-O,0.0,0.3075
508,2000,random-R,0.7417417417417418,0.9935
509,2000,random-U,0.7717717717717718,0.861
510,200,max-degree-O,0.0,0.555
511,200,max-degree-R,0.7717717717717718,0.745
512,200,max-degree-U,0.7717717717717718,0.82
513,400,max-degree-O,0.0,0.6325
514,400,max-degree-R,0.7732732732732732,0.81
515,400,max-degree-U,0.7717717717717718,0.755
516,600,max-degree-O,0.0,0.5583333333333333
517,600,max-degree-R,0.7717717717717718,0.88
518,600,max-degree-U,0.7747747747747747,0.8683333333333333
519,800,max-degree-O,0.0,0.54625
520,800,max-degree-R,0.7717717717717718,0.90375
521,800,max-degree-U,0.7732732732732732,0.8975
522,1000,max-degree-O,0.0,0.548
523,1000,max-degree-R,0.7792792792792793,0.937
524,1000,max-degree-U,0.7732732732732732,0.938
525,1200,max-degree-O,0.0,0.5508333333333333
526,1200,max-degree-R,0.7717717717717718,0.9591666666666666
527,1200,max-degree-U,0.7732732732732732,0.9516666666666667
528,1400,max-degree-O,0.0,0.4614285714285714
529,1400,max-degree-R,0.7732732732732732,0.9714285714285714
530,1400,max-degree-U,0.7687687687687688,0.9621428571428572
531,1600,max-degree-O,0.0,0.474375
532,1600,max-degree-R,0.7597597597597597,0.975625
533,1600,max-degree-U,0.7702702702702703,0.9775
534,1800,max-degree-O,0.0,0.41388888888888886
535,1800,max-degree-R,0.7672672672672672,0.9744444444444444
536,1800,max-degree-U,0.7702702702702703,0.9716666666666667
537,2000,max-degree-O,0.0,0.4695
538,2000,max-degree-R,0.7657657657657657,0.9835
539,2000,max-degree-U,0.7702702702702703,0.9835
540,200,min-degree-O,0.0,0.0
541,200,min-degree-R,0.7762762762762763,1.0
542,200,min-degree-U,0.7717717717717718,1.0
543,400,min-degree-O,0.0,0.005
544,400,min-degree-R,0.7627627627627628,1.0
545,400,min-degree-U,0.7702702702702703,1.0
546,600,min-degree-O,0.0,0.025
547,600,min-degree-R,0.7567567567567568,1.0
548,600,min-degree-U,0.7672672672672672,1.0
549,800,min-degree-O,0.0,0.0375
550,800,min-degree-R,0.7567567567567568,0.9975
551,800,min-degree-U,0.7732732732732732,0.99875
552,1000,min-degree-O,0.0,0.045
553,1000,min-degree-R,0.7687687687687688,0.993
554,1000,min-degree-U,0.7732732732732732,0.997
555,1200,min-degree-O,0.0,0.0175
556,1200,min-degree-R,0.7672672672672672,0.9958333333333333
557,1200,min-degree-U,0.7717717717717718,0.9908333333333333
558,1400,min-degree-O,0.0,0.060714285714285714
559,1400,min-degree-R,0.7567567567567568,0.9892857142857143
560,1400,min-degree-U,0.7747747747747747,0.9935714285714285
561,1600,min-degree-O,0.0,0.066875
562,1600,min-degree-R,0.7612612612612613,0.9875
563,1600,min-degree-U,0.7672672672672672,0.990625
564,1800,min-degree-O,0.0,0.09
565,1800,min-degree-R,0.7402402402402403,0.9905555555555555
566,1800,min-degree-U,0.7642642642642643,0.9894444444444445
567,2000,min-degree-O,0.0,0.1225
568,2000,min-degree-R,0.7387387387387387,0.989
569,2000,min-degree-U,0.7552552552552553,0.9985
570,200,saliency-O,0.0,0.0
571,200,saliency-R,0.7672672672672672,1.0
572,200,saliency-U,0.7747747747747747,1.0
573,400,saliency-O,0.0,0.0
574,400,saliency-R,0.7612612612612613,1.0
575,400,saliency-U,0.7747747747747747,1.0
576,600,saliency-O,0.0,0.0
577,600,saliency-R,0.7732732732732732,1.0
578,600,saliency-U,0.7747747747747747,1.0
579,800,saliency-O,0.0,0.0
580,800,saliency-R,0.7777777777777778,1.0
581,800,saliency-U,0.7747747747747747,1.0
582,1000,saliency-O,0.0,0.0
583,1000,saliency-R,0.7597597597597597,1.0
584,1000,saliency-U,0.7747747747747747,1.0
585,1200,saliency-O,0.0,0.0
586,1200,saliency-R,0.7687687687687688,1.0
587,1200,saliency-U,0.7747747747747747,1.0
588,1400,saliency-O,0.0,0.0
589,1400,saliency-R,0.7612612612612613,1.0
590,1400,saliency-U,0.7747747747747747,1.0
591,1600,saliency-O,0.0,0.0
592,1600,saliency-R,0.7762762762762763,1.0
593,1600,saliency-U,0.7747747747747747,1.0
594,1800,saliency-O,0.0,0.0
595,1800,saliency-R,0.7702702702702703,1.0
596,1800,saliency-U,0.7747747747747747,1.0
597,2000,saliency-O,0.0,0.0
598,2000,saliency-R,0.7627627627627628,1.0
599,2000,saliency-U,0.7747747747747747,1.0
600,200,random-O,0.0,0.1
601,200,random-R,0.7627627627627628,0.815
602,200,random-U,0.7642642642642643,0.805
603,400,random-O,0.0,0.2675
604,400,random-R,0.7597597597597597,0.815
605,400,random-U,0.7597597597597597,0.78
606,600,random-O,0.0,0.17666666666666667
607,600,random-R,0.7537537537537538,0.8416666666666667
608,600,random-U,0.7582582582582582,0.8383333333333334
609,800,random-O,0.0,0.17375
610,800,random-R,0.7612612612612613,0.86
611,800,random-U,0.7597597597597597,0.86
612,1000,random-O,0.0,0.074
613,1000,random-R,0.7582582582582582,0.834
614,1000,random-U,0.7597597597597597,0.847
615,1200,random-O,0.0,0.07583333333333334
616,1200,random-R,0.7567567567567568,0.8366666666666667
617,1200,random-U,0.7597597597597597,0.82
618,1400,random-O,0.0,0.18214285714285713
619,1400,random-R,0.7447447447447447,0.8378571428571429
620,1400,random-U,0.7597597597597597,0.8435714285714285
621,1600,random-O,0.0,0.16375
622,1600,random-R,0.7627627627627628,0.854375
623,1600,random-U,0.7597597597597597,0.85375
624,1800,random-O,0.0,0.16555555555555557
625,1800,random-R,0.7507507507507507,0.8627777777777778
626,1800,random-U,0.7597597597597597,0.8638888888888889
627,2000,random-O,0.0,0.1765
628,2000,random-R,0.7447447447447447,0.8915
629,2000,random-U,0.7567567567567568,0.891
630,200,max-degree-O,0.0,0.585
631,200,max-degree-R,0.7732732732732732,0.745
632,200,max-degree-U,0.7702702702702703,0.75
633,400,max-degree-O,0.0,0.2075
634,400,max-degree-R,0.7732732732732732,0.8625
635,400,max-degree-U,0.7717717717717718,0.8375
636,600,max-degree-O,0.0,0.36333333333333334
637,600,max-degree-R,0.7642642642642643,0.8883333333333333
638,600,max-degree-U,0.7702702702702703,0.8983333333333333
639,800,max-degree-O,0.0,0.33125
640,800,max-degree-R,0.7762762762762763,0.90125
641,800,max-degree-U,0.7687687687687688,0.86125
642,1000,max-degree-O,0.0,0.324
643,1000,max-degree-R,0.7732732732732732,0.988
644,1000,max-degree-U,0.7702702702702703,0.89
645,1200,max-degree-O,0.0,0.23416666666666666
646,1200,max-degree-R,0.7687687687687688,0.9158333333333334
647,1200,max-degree-U,0.7702702702702703,0.915
648,1400,max-degree-O,0.0,0.44357142857142856
649,1400,max-degree-R,0.7672672672672672,0.9471428571428572
650,1400,max-degree-U,0.7627627627627628,0.945
651,1600,max-degree-O,0.0,0.56125
652,1600,max-degree-R,0.7582582582582582,0.960625
653,1600,max-degree-U,0.7597597597597597,0.97125
654,1800,max-degree-O,0.0,0.525
655,1800,max-degree-R,0.7687687687687688,0.9666666666666667
656,1800,max-degree-U,0.7612612612612613,0.9622222222222222
657,2000,max-degree-O,0.0,0.238
658,2000,max-degree-R,0.7672672672672672,0.9865
659,2000,max-degree-U,0.7597597597597597,0.987
660,200,min-degree-O,0.0,0.0
661,200,min-degree-R,0.7612612612612613,1.0
662,200,min-degree-U,0.7732732732732732,1.0
663,400,min-degree-O,0.0,0.0125
664,400,min-degree-R,0.7672672672672672,1.0
665,400,min-degree-U,0.7732732732732732,1.0
666,600,min-degree-O,0.0,0.043333333333333335
667,600,min-degree-R,0.7612612612612613,1.0
668,600,min-degree-U,0.7747747747747747,1.0
669,800,min-degree-O,0.0,0.04625
670,800,min-degree-R,0.7477477477477478,1.0
671,800,min-degree-U,0.7732732732732732,0.99875
672,1000,min-degree-O,0.0,0.018
673,1000,min-degree-R,0.7597597597597597,0.997
674,1000,min-degree-U,0.7702702702702703,0.998
675,1200,min-degree-O,0.0,0.04666666666666667
676,1200,min-degree-R,0.7627627627627628,0.9966666666666667
677,1200,min-degree-U,0.7672672672672672,0.9941666666666666
678,1400,min-degree-O,0.0,0.09142857142857143
679,1400,min-degree-R,0.7462462462462462,0.99
680,1400,min-degree-U,0.7627627627627628,0.9892857142857143
681,1600,min-degree-O,0.0,0.069375
682,1600,min-degree-R,0.7522522522522522,0.993125
683,1600,min-degree-U,0.7567567567567568,0.988125
684,1800,min-degree-O,0.0,0.08555555555555555
685,1800,min-degree-R,0.7492492492492493,0.9983333333333333
686,1800,min-degree-U,0.7537537537537538,0.9844444444444445
687,2000,min-degree-O,0.0,0.0275
688,2000,min-degree-R,0.7387387387387387,0.989
689,2000,min-degree-U,0.7477477477477478,0.9855
690,200,saliency-O,0.0,0.0
691,200,saliency-R,0.7702702702702703,1.0
692,200,saliency-U,0.7702702702702703,1.0
693,400,saliency-O,0.0,0.0
694,400,saliency-R,0.7657657657657657,1.0
695,400,saliency-U,0.7702702702702703,1.0
696,600,saliency-O,0.0,0.0
697,600,saliency-R,0.7627627627627628,1.0
698,600,saliency-U,0.7702702702702703,1.0
699,800,saliency-O,0.0,0.0
700,800,saliency-R,0.7672672672672672,1.0
701,800,saliency-U,0.7702702702702703,1.0
702,1000,saliency-O,0.0,0.0
703,1000,saliency-R,0.7702702702702703,1.0
704,1000,saliency-U,0.7702702702702703,1.0
705,1200,saliency-O,0.0,0.0
706,1200,saliency-R,0.7612612612612613,1.0
707,1200,saliency-U,0.7702702702702703,1.0
708,1400,saliency-O,0.0,1.0
709,1400,saliency-R,0.7717717717717718,1.0
710,1400,saliency-U,0.7702702702702703,1.0
711,1600,saliency-O,0.0,0.0
712,1600,saliency-R,0.7792792792792793,1.0
713,1600,saliency-U,0.7702702702702703,1.0
714,1800,saliency-O,0.0,0.0
715,1800,saliency-R,0.7582582582582582,1.0
716,1800,saliency-U,0.7702702702702703,1.0
717,2000,saliency-O,0.0,0.0
718,2000,saliency-R,0.7582582582582582,1.0
719,2000,saliency-U,0.7702702702702703,1.0
720,200,random-O,0.0,0.145
721,200,random-R,0.7687687687687688,0.97
722,200,random-U,0.7687687687687688,0.725
723,400,random-O,0.0,0.2475
724,400,random-R,0.7537537537537538,0.9725
725,400,random-U,0.7702702702702703,0.9775
726,600,random-O,0.0,0.13
727,600,random-R,0.7567567567567568,0.8166666666666667
728,600,random-U,0.7672672672672672,0.8
729,800,random-O,0.0,0.25875
730,800,random-R,0.7612612612612613,0.81
731,800,random-U,0.7687687687687688,0.8825
732,1000,random-O,0.0,0.295
733,1000,random-R,0.7537537537537538,0.852
734,1000,random-U,0.7642642642642643,0.87
735,1200,random-O,0.0,0.26416666666666666
736,1200,random-R,0.7537537537537538,0.825
737,1200,random-U,0.7702702702702703,0.8075
738,1400,random-O,0.0,0.13428571428571429
739,1400,random-R,0.7522522522522522,0.8142857142857143
740,1400,random-U,0.7702702702702703,0.8142857142857143
741,1600,random-O,0.0,0.31125
742,1600,random-R,0.7492492492492493,0.790625
743,1600,random-U,0.7702702702702703,0.784375
744,1800,random-O,0.0,0.1461111111111111
745,1800,random-R,0.7432432432432432,0.8633333333333333
746,1800,random-U,0.7672672672672672,0.8633333333333333
747,2000,random-O,0.0,0.237
748,2000,random-R,0.7402402402402403,0.9365
749,2000,random-U,0.7627627627627628,0.881
750,200,max-degree-O,0.0,0.175
751,200,max-degree-R,0.7747747747747747,0.75
752,200,max-degree-U,0.7687687687687688,0.86
753,400,max-degree-O,0.0,0.285
754,400,max-degree-R,0.7687687687687688,0.7875
755,400,max-degree-U,0.7702702702702703,0.77
756,600,max-degree-O,0.0,0.29833333333333334
757,600,max-degree-R,0.7702702702702703,0.885
758,600,max-degree-U,0.7672672672672672,0.8816666666666667
759,800,max-degree-O,0.0,0.645
760,800,max-degree-R,0.7702702702702703,0.8975
761,800,max-degree-U,0.7687687687687688,0.88875
762,1000,max-degree-O,0.0,0.6
763,1000,max-degree-R,0.7702702702702703,0.99
764,1000,max-degree-U,0.7687687687687688,0.935
765,1200,max-degree-O,0.0,0.49583333333333335
766,1200,max-degree-R,0.7762762762762763,0.9575
767,1200,max-degree-U,0.7627627627627628,0.955
